time,x_km,y_km,z_km
21440.644,-64659.301,16826.593,22435.374
21469.574,-64720.624,16822.475,22429.883
21498.552,-64781.987,16818.334,22424.362
21528.021,-64844.328,16814.107,22418.726
21560.145,-64912.214,16809.480,22412.556
21589.678,-64974.557,16805.208,22406.861
21617.705,-65033.660,16801.140,22401.436
21650.860,-65103.506,16796.307,22394.993
21681.553,-65168.092,16791.816,22389.004
21711.316,-65230.656,16787.443,22383.174
21740.507,-65291.956,16783.138,22377.435
21786.231,-65387.847,16776.364,22368.402
21828.226,-65475.788,16770.107,22360.060
21869.648,-65562.401,16763.904,22351.789
21912.304,-65651.467,16757.483,22343.228
21954.986,-65740.455,16751.025,22334.617
21997.070,-65828.067,16744.624,22326.083
22041.179,-65919.760,16737.881,22317.092
22084.716,-66010.128,16731.190,22308.171
22130.357,-66104.715,16724.140,22298.770
22172.277,-66191.460,16717.631,22290.091
22213.697,-66277.048,16711.168,22281.475
22257.515,-66367.460,16704.298,22272.315
22301.546,-66458.172,16697.360,22263.064
22344.189,-66545.895,16690.608,22254.061
22390.839,-66641.712,16683.184,22244.163
22433.236,-66728.662,16676.404,22235.123
22473.895,-66811.927,16669.872,22226.414
22518.824,-66903.803,16662.621,22216.745
22561.069,-66990.060,16655.770,22207.611
22602.046,-67073.611,16649.095,22198.711
22635.944,-67142.636,16643.552,22191.320
22666.046,-67203.867,16638.612,22184.734
22697.917,-67268.626,16633.365,22177.738
22729.599,-67332.931,16628.132,22170.761
22759.175,-67392.898,16623.232,22164.226
22790.479,-67456.304,16618.028,22157.289
22824.645,-67525.429,16612.330,22149.691
22855.967,-67588.727,16607.089,22142.703
22886.372,-67650.110,16601.985,22135.897
22916.789,-67711.452,16596.863,22129.069
22948.174,-67774.677,16591.562,22122.001
22978.757,-67836.224,16586.381,22115.092
23011.710,-67902.467,16580.780,22107.625
23043.025,-67965.350,16575.441,22100.506
23076.471,-68032.434,16569.721,22092.879
23110.041,-68099.694,16563.960,22085.198
23146.698,-68173.047,16557.649,22076.783
23178.838,-68237.288,16552.096,22069.380
23215.866,-68311.211,16545.679,22060.823
23341.925,-68562.176,16523.660,22031.465
23386.152,-68649.970,16515.874,22021.083
23430.842,-68738.551,16507.973,22010.549
23473.340,-68822.659,16500.431,22000.492
23520.241,-68915.340,16492.072,21989.348
23563.711,-69001.111,16484.294,21978.977
23608.626,-69089.598,16476.225,21968.218
23650.934,-69172.827,16468.595,21958.045
23700.897,-69270.959,16459.548,21945.982
23742.178,-69351.913,16452.043,21935.975
23789.075,-69443.744,16443.484,21924.564
23833.845,-69531.273,16435.281,21913.626
23876.926,-69615.374,16427.358,21903.062
23921.620,-69702.493,16419.108,21892.062
23964.186,-69785.341,16411.221,21881.547
24010.638,-69875.617,16402.582,21870.029
24057.020,-69965.615,16393.923,21858.483
24102.012,-70052.781,16385.492,21847.242
24146.734,-70139.291,16377.081,21836.027
24178.891,-70201.414,16371.014,21827.937
24211.527,-70264.394,16364.840,21819.706
24243.786,-70326.579,16358.722,21811.548
24276.179,-70388.953,16352.562,21803.335
24307.450,-70449.100,16346.601,21795.387
24342.762,-70516.944,16339.852,21786.388
24377.442,-70583.496,16333.205,21777.525
24411.668,-70649.098,16326.627,21768.755
24447.143,-70717.016,16319.791,21759.640
24483.887,-70787.276,16312.690,21750.173
24516.347,-70849.272,16306.401,21741.787
24549.795,-70913.085,16299.904,21733.124
24584.858,-70979.900,16293.075,21724.019
24617.628,-71042.274,16286.676,21715.487
24651.258,-71106.215,16280.093,21706.710
24693.129,-71185.719,16271.873,21695.750
24726.080,-71248.209,16265.387,21687.102
24758.103,-71308.872,16259.068,21678.676
24797.231,-71382.905,16251.326,21668.354
24831.948,-71448.510,16244.439,21659.171
24868.473,-71517.449,16237.174,21649.484
24909.919,-71595.572,16228.907,21638.462
24945.934,-71663.370,16221.702,21628.856
24983.442,-71733.890,16214.180,21618.826
25024.353,-71810.709,16205.952,21607.855
25061.103,-71879.621,16198.540,21597.973
25094.667,-71942.486,16191.754,21588.926
25128.711,-72006.176,16184.855,21579.727
25168.579,-72080.670,16176.755,21568.926
25202.088,-72143.205,16169.929,21559.825
25236.229,-72206.845,16162.958,21550.531
25275.084,-72279.183,16155.005,21539.926
25307.993,-72340.378,16148.252,21530.923
25340.513,-72400.784,16141.564,21522.005
25376.832,-72468.166,16134.078,21512.023
25417.501,-72543.522,16125.672,21500.817
25450.677,-72604.917,16118.799,21491.652
25484.223,-72666.927,16111.833,21482.364
25520.111,-72733.188,16104.364,21472.406
25556.981,-72801.181,16096.672,21462.149
25594.847,-72870.921,16088.753,21451.590
25631.063,-72937.539,16081.160,21441.467
25666.053,-73001.824,16073.808,21431.664
25698.604,-73061.561,16066.953,21422.524
25736.057,-73130.213,16059.048,21411.984
25768.851,-73190.253,16052.110,21402.734
25825.756,-73294.279,16040.038,21386.637
25864.532,-73365.051,16031.786,21375.636
25903.326,-73435.763,16023.511,21364.602
25939.772,-73502.111,16015.718,21354.211
25973.403,-73563.261,16008.511,21344.602
26005.747,-73622.008,16001.566,21335.342
26036.545,-73677.885,15994.940,21326.508
26074.308,-73746.321,15986.799,21315.652
26107.283,-73806.010,15979.674,21306.152
26143.839,-73872.101,15971.758,21295.599
26177.518,-73932.921,15964.450,21285.855
26211.307,-73993.869,15957.104,21276.059
26244.901,-74054.398,15949.784,21266.300
26277.962,-74113.898,15942.567,21256.677
26310.300,-74172.034,15935.494,21247.246
26341.420,-74227.919,15928.674,21238.153
26380.990,-74298.897,15919.984,21226.567
26413.814,-74357.701,15912.761,21216.935
26451.771,-74425.621,15904.390,21205.775
26484.601,-74484.296,15897.135,21196.101
26516.467,-74541.186,15890.080,21186.695
26554.775,-74609.498,15881.582,21175.364
26586.999,-74666.891,15874.419,21165.813
26620.551,-74726.584,15866.946,21155.850
26657.027,-74791.403,15858.806,21144.996
26692.606,-74854.551,15850.850,21134.388
26726.977,-74915.483,15843.149,21124.120
26759.431,-74972.953,15835.864,21114.407
26796.314,-75038.189,15827.569,21103.346
26829.969,-75097.645,15819.984,21093.234
26864.219,-75158.083,15812.251,21082.923
26896.970,-75215.812,15804.843,21073.046
26931.559,-75276.711,15797.005,21062.594
26965.354,-75336.143,15789.332,21052.364
27001.551,-75399.726,15781.098,21041.385
27045.629,-75477.045,15771.049,21027.988
27093.104,-75560.199,15760.200,21013.521
27147.306,-75654.970,15747.779,20996.960
27205.259,-75756.108,15734.459,20979.200
27255.928,-75844.375,15722.779,20963.628
27301.085,-75922.913,15712.344,20949.714
27349.048,-76006.201,15701.233,20934.900
27394.149,-76084.395,15690.761,20920.936
27440.959,-76165.429,15679.865,20906.409
27484.246,-76240.249,15669.766,20892.944
27531.199,-76321.283,15658.787,20878.305
27579.427,-76404.386,15647.482,20863.231
27625.838,-76484.229,15636.577,20848.692
27673.921,-76566.819,15625.252,20833.592
27726.635,-76657.210,15612.805,20816.996
27790.233,-76766.048,15597.746,20796.917
27839.319,-76849.896,15586.089,20781.375
27892.534,-76940.637,15573.422,20764.485
27941.296,-77023.645,15561.785,20748.969
27991.835,-77109.533,15549.695,20732.849
28027.232,-77169.601,15541.210,20721.536
28064.758,-77233.203,15532.199,20709.521
28101.290,-77295.045,15523.411,20697.804
28135.475,-77352.845,15515.174,20686.821
28170.156,-77411.416,15506.803,20675.661
28204.341,-77469.081,15498.539,20664.642
28241.369,-77531.469,15489.573,20652.687
28277.199,-77591.763,15480.882,20641.099
28314.137,-77653.847,15471.907,20629.133
28350.656,-77715.150,15463.019,20617.282
28386.144,-77774.649,15454.367,20605.747
28426.674,-77842.517,15444.469,20592.549
28460.807,-77899.601,15436.119,20581.416
28496.392,-77959.042,15427.401,20569.791
28537.219,-78027.153,15417.380,20556.430
28572.113,-78085.292,15408.801,20544.991
28610.392,-78148.994,15399.373,20532.422
28649.285,-78213.631,15389.779,20519.629
28686.881,-78276.033,15380.488,20507.242
28722.639,-78335.312,15371.638,20495.441
28758.411,-78394.541,15362.770,20483.617
28799.218,-78462.021,15352.636,20470.105
28834.848,-78520.864,15343.773,20458.288
28885.251,-78603.985,15331.212,20441.540
28935.155,-78686.143,15318.749,20424.922
28985.531,-78768.938,15306.140,20408.111
29035.062,-78850.209,15293.716,20391.546
29084.876,-78931.807,15281.195,20374.851
29136.495,-79016.218,15268.192,20357.513
29186.659,-79098.107,15255.528,20340.628
29235.707,-79178.041,15243.120,20324.085
29288.829,-79264.467,15229.653,20306.129
29344.056,-79354.153,15215.621,20287.419
29391.631,-79431.279,15203.507,20271.268
29439.657,-79509.010,15191.255,20254.932
29488.509,-79587.950,15178.767,20238.281
29541.295,-79673.100,15165.246,20220.253
29592.938,-79756.259,15151.990,20202.578
29641.600,-79834.486,15139.473,20185.889
29678.740,-79894.104,15129.904,20173.130
29717.069,-79955.551,15120.014,20159.943
29753.952,-80014.607,15110.482,20147.235
29790.457,-80072.984,15101.035,20134.638
29828.880,-80134.352,15091.076,20121.360
29867.215,-80195.499,15081.126,20108.093
29905.719,-80256.836,15071.116,20094.747
29943.338,-80316.687,15061.322,20081.688
29980.424,-80375.615,15051.653,20068.796
30018.077,-80435.368,15041.822,20055.688
30054.116,-80492.489,15032.399,20043.125
30093.073,-80554.156,15022.199,20029.524
30130.625,-80613.522,15012.352,20016.395
30170.378,-80676.287,15001.913,20002.476
30208.862,-80736.967,14991.792,19988.981
30245.556,-80794.752,14982.128,19976.096
30283.331,-80854.163,14972.165,19962.813
30321.558,-80914.208,14962.069,19949.351
30360.494,-80975.288,14951.771,19935.620
30402.774,-81041.521,14940.572,19920.688
30441.643,-81102.328,14930.261,19906.940
30481.126,-81164.014,14919.771,19892.954
30518.813,-81222.816,14909.745,19879.586
30555.608,-81280.155,14899.943,19866.517
30601.353,-81351.339,14887.738,19850.244
30640.438,-81412.073,14877.295,19836.319
30676.672,-81468.307,14867.599,19823.392
30722.241,-81538.928,14855.389,19807.111
30761.657,-81599.926,14844.810,19793.007
30798.898,-81657.483,14834.802,19779.663
30837.733,-81717.426,14824.352,19765.729
30875.792,-81776.094,14814.097,19752.056
30917.882,-81840.889,14802.739,19736.912
30972.256,-81924.456,14788.042,19717.316
31028.317,-82010.456,14772.859,19697.073
31082.119,-82092.835,14758.261,19677.609
31135.210,-82173.979,14743.830,19658.366
31187.901,-82254.367,14729.480,19639.234
31239.112,-82332.358,14715.510,19620.607
31293.929,-82415.692,14700.528,19600.631
31344.471,-82492.388,14686.691,19582.182
31394.584,-82568.304,14672.947,19563.857
31450.794,-82653.302,14657.505,19543.267
31507.235,-82738.485,14641.969,19522.553
31559.579,-82817.338,14627.536,19503.309
31618.450,-82905.857,14611.273,19481.625
31674.056,-82989.303,14595.884,19461.106
31723.731,-83063.714,14582.112,19442.744
31761.162,-83119.703,14571.720,19428.888
31799.235,-83176.577,14561.137,19414.778
31839.124,-83236.084,14550.036,19399.976
31878.815,-83295.217,14538.975,19385.228
31918.958,-83354.940,14527.775,19370.294
31956.847,-83411.236,14517.190,19356.181
31997.440,-83471.468,14505.835,19341.042
32039.645,-83534.003,14494.015,19325.281
32078.597,-83591.640,14483.091,19310.716
32121.767,-83655.426,14470.970,19294.554
32164.302,-83718.183,14459.010,19278.608
32202.030,-83773.771,14448.389,19264.447
32243.707,-83835.093,14436.642,19248.784
32284.469,-83894.985,14425.138,19233.446
32324.667,-83953.967,14413.779,19218.301
32361.465,-84007.889,14403.369,19204.420
32402.980,-84068.641,14391.610,19188.742
32439.933,-84122.644,14381.131,19174.770
32478.337,-84178.694,14370.228,19160.233
32520.443,-84240.064,14358.260,19144.275
32562.226,-84300.875,14346.369,19128.420
32609.070,-84368.949,14333.019,19110.621
32648.029,-84425.481,14321.902,19095.799
32692.734,-84490.256,14309.131,19078.770
32735.952,-84552.783,14296.767,19062.285
32773.905,-84607.616,14285.897,19047.792
32830.441,-84689.165,14269.683,19026.173
32945.483,-84854.613,14236.606,18982.071
33002.367,-84936.180,14220.210,18960.210
33055.704,-85012.515,14204.812,18939.679
33109.020,-85088.680,14189.397,18919.126
33165.848,-85169.707,14172.941,18897.185
33218.401,-85244.499,14157.699,18876.862
33273.115,-85322.222,14141.807,18855.672
33325.955,-85397.143,14126.436,18835.177
33379.723,-85473.240,14110.771,18814.292
33434.481,-85550.592,14094.794,18792.989
33487.660,-85625.574,14079.255,18772.270
33542.656,-85702.971,14063.161,18750.812
33599.548,-85782.884,14046.487,18728.580
33654.985,-85860.601,14030.214,18706.883
33711.617,-85939.838,14013.566,18684.685
33766.340,-86016.258,13997.454,18663.203
33805.275,-86070.541,13985.977,18647.899
33847.208,-86128.921,13973.602,18631.400
33886.371,-86183.369,13962.032,18615.974
33929.356,-86243.046,13949.320,18599.024
33968.887,-86297.849,13937.616,18583.419
34008.419,-86352.577,13925.900,18567.797
34051.154,-86411.654,13913.221,18550.892
34091.473,-86467.313,13901.245,18534.924
34129.701,-86520.011,13889.879,18519.770
34169.726,-86575.112,13877.967,18503.887
34215.738,-86638.360,13864.258,18485.608
34259.408,-86698.296,13851.231,18468.239
34299.970,-86753.884,13839.118,18452.089
34340.452,-86809.283,13827.018,18435.955
34383.923,-86868.686,13814.009,18418.610
34428.337,-86929.285,13800.704,18400.870
34472.942,-86990.050,13787.326,18383.032
34523.196,-87058.396,13772.236,18362.913
34566.233,-87116.832,13759.298,18345.662
34610.794,-87177.244,13745.887,18327.781
34655.348,-87237.553,13732.464,18309.883
34703.459,-87302.570,13717.952,18290.535
34747.313,-87361.740,13704.709,18272.877
34796.249,-87427.658,13689.915,18253.152
34839.219,-87485.448,13676.910,18235.812
34879.738,-87539.860,13664.634,18219.444
34922.421,-87597.096,13651.689,18202.185
34965.112,-87654.256,13638.729,18184.904
35008.818,-87712.687,13625.446,18167.194
35047.650,-87764.526,13613.634,18151.444
35108.999,-87846.279,13594.949,18126.531
35165.531,-87921.458,13577.707,18103.542
35220.413,-87994.299,13560.946,18081.194
35276.306,-88068.338,13543.854,18058.405
35333.216,-88143.573,13526.428,18035.170
35388.259,-88216.197,13509.552,18012.668
35446.809,-88293.293,13491.576,17988.701
35501.224,-88364.800,13474.849,17966.398
35557.269,-88438.305,13457.598,17943.397
35614.959,-88513.817,13439.818,17919.690
35670.325,-88586.142,13422.731,17896.909
35728.352,-88661.789,13404.801,17873.002
35783.107,-88733.029,13387.860,17850.414
35841.036,-88808.248,13369.915,17826.487
35899.585,-88884.113,13351.754,17802.272
35957.121,-88958.513,13333.883,17778.445
35997.117,-89010.142,13321.447,17761.864
36040.971,-89066.667,13307.799,17743.666
36080.806,-89117.935,13295.391,17727.121
36123.302,-89172.548,13282.141,17709.455
36165.155,-89226.253,13269.080,17692.041
36207.076,-89279.965,13255.985,17674.582
36247.609,-89331.822,13243.313,17657.685
36290.611,-89386.757,13229.857,17639.744
36328.767,-89435.429,13217.907,17623.810
36365.450,-89482.160,13206.409,17608.479
36406.811,-89534.778,13193.433,17591.179
36449.706,-89589.264,13179.964,17573.220
36494.488,-89646.057,13165.890,17554.455
36536.225,-89698.907,13152.760,17536.949
36577.878,-89751.572,13139.646,17519.463
36621.126,-89806.170,13126.017,17501.291
36664.037,-89860.258,13112.482,17483.245
36709.241,-89917.146,13098.211,17464.216
36750.617,-89969.138,13085.136,17446.783
36790.913,-90019.695,13072.392,17429.791
36835.449,-90075.490,13058.294,17410.994
36879.081,-90130.063,13044.470,17392.563
36925.573,-90188.120,13029.727,17372.904
36964.756,-90236.975,13017.290,17356.322
37010.197,-90293.546,13002.854,17337.074
37054.949,-90349.166,12988.624,17318.101
37100.321,-90405.468,12974.184,17298.848
37141.751,-90456.797,12960.987,17281.251
37187.638,-90513.556,12946.357,17261.745
37233.931,-90570.723,12931.584,17242.048
37278.122,-90625.206,12917.469,17223.228
37322.091,-90679.327,12903.413,17204.487
37371.068,-90739.512,12887.741,17183.591
37414.186,-90792.407,12873.932,17165.179
37457.204,-90845.098,12860.143,17146.793
37499.247,-90896.516,12846.654,17128.809
37542.173,-90948.932,12832.872,17110.432
37586.894,-91003.452,12818.500,17091.270
37629.306,-91055.075,12804.860,17073.082
37674.809,-91110.372,12790.212,17053.553
37725.619,-91172.010,12773.841,17031.724
37770.324,-91226.147,12759.424,17012.501
37813.971,-91278.918,12745.336,16993.717
37855.470,-91329.014,12731.930,16975.843
37895.934,-91377.787,12718.848,16958.401
37938.484,-91428.996,12705.082,16940.046
37982.070,-91481.369,12690.968,16921.228
38022.887,-91530.339,12677.741,16903.592
38064.739,-91580.476,12664.168,16885.494
38109.889,-91634.476,12649.513,16865.954
38156.941,-91690.656,12634.228,16845.574
38200.519,-91742.601,12620.059,16826.683
38246.382,-91797.180,12605.135,16806.784
38287.329,-91845.832,12591.800,16789.004
38329.926,-91896.364,12577.917,16770.494
38375.367,-91950.184,12563.095,16750.731
38542.170,-92146.971,12508.582,16678.047
38584.007,-92196.138,12494.883,16659.782
38626.296,-92245.759,12481.026,16641.306
38669.782,-92296.703,12466.766,16622.292
38715.622,-92350.317,12451.721,16602.233
38757.513,-92399.231,12437.962,16583.888
38800.017,-92448.784,12423.991,16565.260
38841.347,-92496.894,12410.396,16547.133
38881.903,-92544.030,12397.046,16529.333
38921.976,-92590.535,12383.846,16511.733
38966.543,-92642.173,12369.154,16492.144
39016.387,-92699.824,12352.709,16470.217
39056.345,-92745.964,12339.515,16452.626
39096.755,-92792.555,12326.163,16434.823
39136.521,-92838.336,12313.015,16417.292
39182.308,-92890.962,12297.864,16397.091
39229.590,-92945.214,12282.207,16376.215
39273.567,-92995.586,12267.632,16356.782
39314.476,-93042.370,12254.065,16338.692
39358.774,-93092.949,12239.362,16319.089
39397.827,-93137.469,12226.391,16301.794
39440.370,-93185.893,12212.252,16282.942
39484.968,-93236.574,12197.418,16263.164
39527.717,-93285.074,12183.189,16244.192
39576.602,-93340.439,12166.906,16222.480
39618.378,-93387.671,12152.979,16203.912
39661.626,-93436.490,12138.552,16184.676
39703.041,-93483.165,12124.727,16166.242
39743.543,-93528.740,12111.197,16148.202
39785.970,-93576.407,12097.014,16129.292
39829.326,-93625.038,12082.511,16109.955
39874.744,-93675.897,12067.307,16089.682
39931.855,-93739.724,12048.172,16064.170
39995.458,-93810.644,12026.842,16035.729
40052.728,-93874.357,12007.616,16010.095
40112.525,-93940.732,11987.523,15983.305
40169.713,-94004.070,11968.289,15957.660
40227.197,-94067.597,11948.938,15931.858
40287.131,-94133.683,11928.743,15904.931
40348.214,-94200.880,11908.141,15877.463
40407.932,-94266.423,11887.981,15850.582
40468.628,-94332.887,11867.470,15823.235
40526.359,-94395.960,11847.944,15797.200
40586.063,-94461.041,11827.732,15770.250
40648.404,-94528.839,11806.607,15742.084
40704.975,-94590.220,11787.419,15716.501
40765.255,-94655.477,11766.956,15689.217
40824.084,-94719.018,11746.967,15662.565
40865.384,-94763.540,11732.923,15643.839
40907.793,-94809.183,11718.493,15624.599
40948.735,-94853.176,11704.554,15606.013
40991.192,-94898.723,11690.089,15586.727
41034.231,-94944.818,11675.417,15567.164
41077.358,-94990.930,11660.705,15547.549
41125.716,-95042.544,11644.197,15525.539
41167.072,-95086.607,11630.070,15506.703
41210.797,-95133.117,11615.125,15486.776
41257.273,-95182.467,11599.229,15465.581
41305.783,-95233.880,11582.625,15443.443
41351.087,-95281.807,11567.108,15422.754
41396.550,-95329.818,11551.526,15401.978
41437.619,-95373.116,11537.442,15383.198
41484.335,-95422.281,11521.410,15361.823
41529.894,-95470.142,11505.765,15340.963
41573.579,-95515.955,11490.754,15320.948
41618.213,-95562.681,11475.407,15300.486
41661.563,-95607.985,11460.492,15280.599
41706.109,-95654.458,11445.156,15260.151
41747.401,-95697.465,11430.931,15241.185
41793.056,-95744.932,11415.194,15220.202
41835.904,-95789.404,11400.415,15200.497
41878.823,-95833.875,11385.602,15180.747
41927.660,-95884.384,11368.737,15158.259
41971.082,-95929.212,11353.731,15138.252
42032.969,-95992.969,11332.329,15109.716
42092.728,-96054.386,11311.645,15082.137
42153.304,-96116.493,11290.661,15054.158
42215.409,-96180.012,11269.129,15025.449
42275.611,-96241.436,11248.239,14997.596
42334.047,-96300.915,11227.945,14970.538
42393.244,-96361.029,11207.371,14943.106
42454.548,-96423.132,11186.047,14914.674
42515.840,-96485.071,11164.709,14886.223
42579.383,-96549.123,11142.569,14856.704
42643.541,-96613.629,11120.196,14826.873
42709.735,-96680.008,11097.093,14796.068
42772.942,-96743.226,11075.013,14766.629
42835.653,-96805.789,11053.088,14737.396
42881.674,-96851.600,11036.987,14715.928
42928.643,-96898.268,11020.544,14694.004
42979.692,-96948.888,11002.661,14670.160
43026.727,-96995.435,10986.174,14648.178
43074.735,-97042.853,10969.336,14625.727
43120.435,-97087.905,10953.297,14604.342
43164.948,-97131.707,10937.666,14583.500
43208.571,-97174.556,10922.338,14563.063
43250.027,-97215.205,10907.764,14543.632
43299.213,-97263.345,10890.463,14520.563
43345.951,-97309.000,10874.012,14498.629
43392.426,-97354.311,10857.645,14476.806
43435.662,-97396.386,10842.410,14456.492
43478.147,-97437.658,10827.430,14436.520
43525.051,-97483.139,10810.884,14414.459
43572.003,-97528.579,10794.311,14392.361
43614.011,-97569.159,10779.475,14372.580
43657.667,-97611.257,10764.049,14352.012
43708.353,-97660.039,10746.128,14328.117
43755.479,-97705.303,10729.456,14305.888
43805.860,-97753.596,10711.621,14282.108
43850.003,-97795.826,10695.986,14261.262
43897.722,-97841.391,10679.074,14238.713
43946.141,-97887.532,10661.904,14215.820
43996.506,-97935.428,10644.034,14191.992
44041.654,-97978.278,10628.005,14170.621
44103.081,-98036.449,10606.183,14141.525
44162.480,-98092.557,10585.066,14113.369
44223.734,-98150.272,10563.274,14084.312
44289.138,-98211.733,10539.987,14053.264
44353.483,-98272.035,10517.060,14022.695
44530.666,-98437.242,10453.838,13938.398
44596.377,-98498.199,10430.357,13907.091
44661.433,-98558.380,10407.093,13876.073
44721.622,-98613.911,10385.554,13847.354
44765.926,-98654.696,10369.690,13826.202
44811.148,-98696.247,10353.489,13804.600
44861.476,-98742.395,10335.448,13780.546
44907.749,-98784.738,10318.852,13758.418
44954.300,-98827.251,10302.148,13736.146
45001.448,-98870.223,10285.220,13713.576
45051.600,-98915.837,10267.204,13689.554
45098.117,-98958.058,10250.484,13667.262
45143.625,-98999.281,10234.119,13645.442
45188.544,-99039.891,10217.958,13623.893
45232.444,-99079.505,10202.155,13602.823
45281.376,-99123.571,10184.532,13579.325
45329.526,-99166.842,10167.181,13556.191
45375.168,-99207.776,10150.725,13534.250
45420.432,-99248.291,10134.398,13512.480
45469.077,-99291.744,10116.841,13489.072
45518.203,-99335.533,10099.102,13465.420
45567.665,-99379.528,10081.232,13441.593
45620.702,-99426.598,10062.060,13416.030
45667.371,-99467.925,10045.180,13393.524
45713.619,-99508.797,10028.444,13371.210
45757.048,-99547.103,10012.721,13350.245
45802.261,-99586.905,9996.344,13328.409
45859.943,-99637.569,9975.440,13300.537
45904.651,-99676.750,9959.228,13278.921
45951.606,-99717.816,9942.193,13256.208
46001.842,-99761.658,9923.959,13231.896
46045.120,-99799.350,9908.242,13210.940
46098.974,-99846.152,9888.675,13184.851
46145.003,-99886.066,9871.942,13162.541
46191.832,-99926.590,9854.910,13139.832
46240.503,-99968.619,9837.200,13116.218
46288.845,-100010.275,9819.600,13092.751
46329.515,-100045.249,9804.786,13073.000
46374.644,-100083.985,9788.341,13051.073
46417.048,-100120.309,9772.883,13030.462
46461.108,-100157.981,9756.813,13009.036
46506.128,-100196.396,9740.386,12987.133
46549.810,-100233.596,9724.440,12965.871
46595.427,-100272.365,9707.780,12943.658
46637.140,-100307.748,9692.538,12923.336
46681.503,-100345.305,9676.322,12901.715
46731.293,-100387.368,9658.113,12877.436
46775.985,-100425.043,9641.761,12855.634
46823.756,-100465.229,9624.275,12832.319
46868.750,-100503.001,9607.797,12810.348
46910.732,-100538.175,9592.415,12789.840
46953.977,-100574.336,9576.565,12768.706
47001.992,-100614.403,9558.958,12745.230
47046.658,-100651.597,9542.571,12723.381
47093.747,-100690.727,9525.288,12700.337
47136.874,-100726.491,9509.452,12679.223
47193.950,-100773.713,9488.484,12651.265
47239.500,-100811.311,9471.742,12628.943
47288.995,-100852.077,9453.542,12604.675
47334.856,-100889.767,9436.670,12582.180
47383.578,-100929.720,9418.737,12558.270
47429.725,-100967.480,9401.745,12535.613
47479.001,-101007.712,9383.592,12511.409
47531.509,-101050.481,9364.239,12485.605
47576.049,-101086.679,9347.815,12463.707
47622.751,-101124.553,9330.586,12440.736
47671.582,-101164.067,9312.565,12416.707
47718.209,-101201.712,9295.349,12393.752
47765.694,-101239.967,9277.808,12370.365
47810.149,-101275.705,9261.379,12348.460
47854.925,-101311.625,9244.825,12326.388
47903.251,-101350.309,9226.951,12302.556
47950.298,-101387.885,9209.543,12279.344
48001.022,-101428.304,9190.765,12254.308
48049.256,-101466.650,9172.901,12230.489
48099.231,-101506.288,9154.384,12205.800
48146.076,-101543.359,9137.019,12182.646
48191.029,-101578.855,9120.348,12160.419
48236.031,-101614.315,9103.652,12138.158
48284.307,-101652.270,9085.735,12114.268
48330.925,-101688.839,9068.425,12091.188
48379.840,-101727.122,9050.254,12066.961
48424.969,-101762.364,9033.483,12044.600
48471.032,-101798.256,9016.358,12021.766
48514.251,-101831.861,9000.284,12000.334
48569.720,-101874.889,8979.645,11972.815
48658.733,-101943.698,8946.503,11928.626
48722.448,-101992.770,8922.765,11896.975
48785.539,-102041.212,8899.246,11865.617
48844.773,-102086.560,8877.153,11836.160
48906.976,-102134.040,8853.940,11805.210
48973.795,-102184.884,8828.992,11771.945
49036.619,-102232.537,8805.522,11740.652
49106.968,-102285.724,8779.225,11705.590
49171.623,-102334.446,8755.043,11673.348
49238.827,-102384.924,8729.894,11639.816
49304.845,-102434.351,8705.175,11606.857
49366.509,-102480.371,8682.074,11576.055
49430.531,-102528.003,8658.077,11544.059
49494.780,-102575.653,8633.982,11511.933
49560.612,-102624.319,8609.280,11478.997
49624.901,-102671.690,8585.144,11446.816
49691.405,-102720.534,8560.163,11413.508
49754.473,-102766.704,8536.460,11381.905
49824.386,-102817.715,8510.171,11346.852
49891.073,-102866.205,8485.081,11313.399
49954.034,-102911.837,8461.380,11281.798
50023.364,-102961.916,8435.268,11246.982
50073.013,-102997.671,8416.560,11222.038
50122.071,-103032.912,8398.067,11197.382
50174.081,-103070.178,8378.454,11171.230
50220.715,-103103.507,8360.861,11147.773
50272.118,-103140.153,8341.462,11121.907
50321.502,-103175.269,8322.817,11097.048
50372.834,-103211.676,8303.429,11071.197
50422.641,-103246.910,8284.610,11046.105
50475.956,-103284.525,8264.457,11019.235
50528.354,-103321.393,8244.642,10992.815
50578.584,-103356.641,8225.640,10967.480
50625.016,-103389.142,8208.069,10944.051
50671.042,-103421.282,8190.645,10920.819
50781.805,-103498.313,8148.688,10864.877
50831.577,-103532.782,8129.823,10839.724
50882.063,-103567.654,8110.680,10814.200
50938.093,-103606.246,8089.427,10785.863
50984.806,-103638.335,8071.701,10762.228
51031.493,-103670.327,8053.979,10738.599
51076.620,-103701.176,8036.843,10715.751
51124.100,-103733.553,8018.807,10691.704
51171.545,-103765.825,8000.779,10667.666
51241.193,-103813.051,7974.302,10632.364
51311.274,-103860.395,7947.647,10596.824
51374.942,-103903.253,7923.420,10564.520
51441.423,-103947.848,7898.110,10530.774
51507.173,-103991.796,7873.067,10497.383
51571.966,-104034.953,7848.376,10464.463
51637.711,-104078.589,7823.311,10431.043
51703.731,-104122.252,7798.130,10397.468
51769.262,-104165.436,7773.123,10364.126
51837.508,-104210.246,7747.068,10329.386
51902.370,-104252.679,7722.294,10296.354
51972.940,-104298.674,7695.327,10260.398
52041.828,-104343.401,7668.990,10225.281
52107.982,-104386.194,7643.686,10191.543
52179.171,-104432.068,7616.443,10155.220
